date,ymd,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,v3,v4,v6
2009-01-14,20090114,257.41,NA,NA,236.41,225.94,NA,NA,221.94,221.05,NA,NA,NA,NA
2009-01-15,20090115,257.44,NA,NA,236.4,225.94,NA,NA,222.03,221.12,NA,NA,NA,NA
2009-01-16,20090116,257.45,NA,NA,236.4,225.95,NA,NA,222.07,221.14,NA,NA,NA,NA
2009-01-17,20090117,257.47,NA,NA,236.38,225.95,NA,NA,222.1,221.14,NA,NA,NA,NA
2009-01-18,20090118,257.49,NA,NA,236.38,225.96,NA,NA,222.13,221.16,NA,NA,NA,NA
2009-01-19,20090119,257.51,NA,NA,236.37,226.01,NA,NA,222.15,221.16,NA,NA,NA,NA
2009-01-20,20090120,257.54,NA,NA,236.36,226.09,NA,NA,222.2,221.17,NA,NA,NA,NA
2009-01-21,20090121,257.55,NA,NA,236.35,226.15,NA,NA,222.35,221.19,NA,NA,NA,NA
2009-01-22,20090122,257.59,NA,NA,236.52,226.34,NA,NA,222.37,221.2,NA,NA,NA,NA
2009-01-23,20090123,257.63,NA,NA,236.64,226.53,NA,NA,222.39,221.2,NA,NA,NA,NA
2009-01-24,20090124,257.67,NA,NA,236.72,226.68,NA,NA,222.39,221.2,NA,NA,NA,NA
2009-01-25,20090125,257.71,NA,NA,236.78,226.76,NA,NA,222.38,221.21,NA,NA,NA,NA
2009-01-26,20090126,257.74,NA,NA,236.8,226.81,NA,NA,222.37,221.22,NA,NA,NA,NA
2009-01-27,20090127,257.79,NA,NA,236.8,226.92,NA,NA,222.33,221.21,NA,NA,NA,NA
2009-01-28,20090128,257.86,NA,NA,236.77,226.92,NA,NA,222.17,221.12,NA,NA,NA,NA
2009-01-29,20090129,257.95,NA,NA,236.74,226.8,NA,NA,222.02,221.01,NA,NA,NA,NA
2009-01-30,20090130,258.07,NA,NA,236.72,226.81,NA,NA,221.88,220.92,NA,NA,NA,NA
2009-01-31,20090131,258.2,NA,NA,236.7,226.81,NA,NA,221.76,220.84,NA,NA,NA,NA
2009-02-01,20090201,258.34,NA,NA,236.67,226.79,NA,NA,221.65,220.77,NA,NA,NA,NA
2009-02-02,20090202,258.48,NA,NA,236.65,226.78,NA,NA,221.55,220.71,NA,NA,NA,NA
2009-02-03,20090203,258.61,NA,NA,236.63,226.83,NA,NA,221.46,220.64,NA,NA,NA,NA
2009-02-04,20090204,258.72,NA,NA,236.61,226.84,NA,NA,221.36,220.57,NA,NA,NA,NA
2009-02-05,20090205,258.82,NA,NA,236.6,226.86,NA,NA,221.28,220.51,NA,NA,NA,NA
2009-02-06,20090206,258.91,NA,NA,236.6,226.94,NA,NA,221.21,220.46,NA,NA,NA,NA
2009-02-07,20090207,258.99,NA,NA,236.65,227.02,NA,NA,221.16,220.42,NA,NA,NA,NA
2009-02-08,20090208,259.06,NA,NA,236.7,227.06,NA,NA,221.14,220.38,NA,NA,NA,NA
2009-02-09,20090209,259.12,NA,NA,236.93,227.16,NA,NA,221.26,220.36,NA,NA,NA,NA
2009-02-10,20090210,259.18,NA,NA,237.11,227.31,NA,NA,221.35,220.34,NA,NA,NA,NA
2009-02-11,20090211,259.24,NA,NA,237.18,227.37,NA,NA,221.35,220.32,NA,NA,NA,NA
2009-02-12,20090212,259.33,NA,NA,237.21,227.39,NA,NA,221.32,220.32,NA,NA,NA,NA
2009-02-13,20090213,259.56,NA,NA,237.67,227.61,NA,NA,221.81,220.6,NA,NA,NA,NA
2009-02-14,20090214,259.85,NA,NA,238.23,227.95,NA,NA,222.11,220.89,NA,NA,NA,NA
2009-02-15,20090215,260.71,NA,NA,238.62,228.34,NA,NA,222.24,220.98,NA,NA,NA,NA
2009-02-16,20090216,265.11,NA,NA,241.22,229.46,NA,NA,222.48,221.2,NA,NA,NA,NA
2009-02-17,20090217,267.66,NA,NA,246.52,234.13,NA,NA,222.87,221.56,NA,NA,NA,NA
2009-02-18,20090218,267.88,NA,NA,246.72,235.26,NA,NA,223.05,221.73,NA,NA,NA,NA
2009-02-19,20090219,267.9,NA,NA,246.57,234.87,NA,NA,222.91,221.56,NA,NA,NA,NA
2009-02-20,20090220,267.73,NA,NA,246.25,234.07,NA,NA,222.74,221.39,NA,NA,NA,NA
2009-02-21,20090221,267.21,NA,NA,244.93,233.41,NA,NA,222.62,221.31,NA,NA,NA,NA
2009-02-22,20090222,266.21,NA,NA,243.57,233.13,NA,NA,222.58,221.27,NA,NA,NA,NA
2009-02-23,20090223,266.02,NA,NA,242.48,233.06,NA,NA,222.63,221.27,NA,NA,NA,NA
2009-02-24,20090224,265.7,NA,NA,241.64,233.13,NA,NA,222.63,221.27,NA,NA,NA,NA
2009-02-25,20090225,265.25,NA,NA,241.04,233.22,NA,NA,222.66,221.28,NA,NA,NA,NA
2009-02-26,20090226,264.82,NA,NA,240.6,233.32,NA,NA,222.57,221.24,NA,NA,NA,NA
2009-02-27,20090227,264.64,NA,NA,240.3,233.45,NA,NA,222.6,221.25,NA,NA,NA,NA
2009-02-28,20090228,266.46,NA,NA,242.83,233.93,NA,NA,222.52,221.2,NA,NA,NA,NA
2009-03-01,20090301,267.16,NA,NA,246.12,235.24,NA,NA,222.53,221.25,NA,NA,NA,NA
2009-03-02,20090302,267.98,NA,NA,247.19,236.8,NA,NA,222.91,221.52,NA,NA,NA,NA
2009-03-03,20090303,269.78,NA,NA,249.16,241.18,NA,NA,224.57,223.16,NA,NA,NA,NA
2009-03-04,20090304,269.92,NA,NA,249.69,241.87,NA,NA,225.66,224.53,NA,NA,NA,NA
2009-03-05,20090305,269.29,NA,NA,248.63,240.54,NA,NA,225.08,223.58,NA,NA,NA,NA
2009-03-06,20090306,269.06,NA,NA,248.29,240.11,NA,NA,224.57,223.06,NA,NA,NA,NA
2009-03-07,20090307,268.94,NA,NA,248.13,239.81,NA,NA,224.19,222.72,NA,NA,NA,NA
2009-03-08,20090308,268.87,NA,NA,248.02,239.62,NA,NA,223.92,222.47,NA,NA,NA,NA
2009-03-09,20090309,268.82,NA,NA,247.95,239.44,NA,NA,223.73,222.29,NA,NA,NA,NA
2009-03-10,20090310,268.8,NA,NA,247.93,239.29,NA,NA,223.59,222.17,NA,NA,NA,NA
2009-03-11,20090311,268.79,NA,NA,247.92,239.14,NA,NA,223.48,222.06,NA,NA,NA,NA
2009-03-12,20090312,268.8,NA,NA,247.92,238.97,NA,NA,223.36,221.96,NA,NA,NA,NA
2009-03-13,20090313,268.81,NA,NA,247.94,238.82,NA,NA,223.24,221.87,NA,NA,NA,NA
2009-03-14,20090314,268.78,NA,NA,247.96,238.66,NA,NA,223.16,221.8,NA,NA,NA,NA
2009-03-15,20090315,268.79,NA,NA,247.96,238.52,NA,NA,223.08,221.73,NA,NA,NA,NA
2009-03-16,20090316,268.8,NA,NA,247.98,238.41,NA,NA,223.04,221.67,NA,NA,NA,NA
2009-03-17,20090317,268.78,NA,NA,247.96,238.29,NA,NA,222.94,221.61,NA,NA,NA,NA
2009-03-18,20090318,268.72,NA,NA,247.93,238.19,NA,NA,222.85,221.57,NA,NA,NA,NA
2009-03-19,20090319,268.64,NA,NA,247.81,238.02,NA,NA,222.76,221.52,NA,NA,NA,NA
2009-03-20,20090320,268.52,NA,NA,247.53,237.65,NA,NA,222.66,221.45,NA,NA,NA,NA
2009-03-21,20090321,268.46,NA,NA,247.06,237.46,NA,NA,222.48,221.32,NA,NA,NA,NA
2009-03-22,20090322,268.83,NA,NA,247.69,237.86,NA,NA,222.61,221.44,NA,NA,NA,NA
2009-03-23,20090323,268.83,NA,NA,248,238.26,NA,NA,222.75,221.59,NA,NA,NA,NA
2009-03-24,20090324,268.72,NA,NA,248,238.35,NA,NA,222.68,221.5,NA,NA,NA,NA
2009-03-25,20090325,268.64,NA,NA,248,238.45,NA,NA,222.61,221.41,NA,NA,NA,NA
2009-03-26,20090326,268.56,NA,NA,247.98,238.57,NA,NA,222.6,221.33,NA,NA,NA,NA
2009-03-27,20090327,268.45,NA,NA,247.78,238.62,NA,NA,222.52,221.27,NA,NA,NA,NA
2009-03-28,20090328,268.27,NA,NA,247.19,238.56,NA,NA,222.39,221.19,NA,NA,NA,NA
2009-03-29,20090329,268.09,NA,NA,246.63,238.44,NA,NA,222.28,221.11,NA,NA,NA,NA
2009-03-30,20090330,267.82,NA,NA,246.26,238.38,NA,NA,222.18,221.03,NA,NA,NA,NA
2009-03-31,20090331,267.33,NA,NA,246.18,238.26,NA,NA,222.25,221.04,NA,NA,NA,NA
2009-04-01,20090401,266.88,NA,NA,246.22,238,NA,NA,222.41,221.21,NA,NA,NA,NA
2009-04-02,20090402,266.54,NA,NA,246.32,237.87,NA,NA,222.54,221.34,NA,NA,NA,NA
2009-04-03,20090403,266.23,NA,NA,246.43,237.86,NA,NA,222.58,221.31,NA,NA,NA,NA
2009-04-04,20090404,265.9,NA,NA,246.54,237.94,NA,NA,222.57,221.33,NA,NA,NA,NA
2009-04-05,20090405,265.6,NA,NA,246.64,238.04,NA,NA,222.65,221.39,NA,NA,NA,NA
2009-04-06,20090406,265.29,NA,NA,246.74,238.15,NA,NA,222.64,221.35,NA,NA,NA,NA
2009-04-07,20090407,265.04,NA,NA,246.83,238.2,NA,NA,222.61,221.36,NA,NA,NA,NA
2009-04-08,20090408,264.92,NA,NA,246.92,238.15,NA,NA,222.61,221.41,NA,NA,NA,NA
2009-04-09,20090409,264.86,NA,NA,246.99,238.29,NA,NA,222.6,221.42,NA,NA,NA,NA
2009-04-10,20090410,264.98,NA,NA,247.01,238.35,NA,NA,222.62,221.41,NA,NA,NA,NA
2009-04-11,20090411,264.92,NA,NA,247.01,238.37,NA,NA,222.61,221.4,NA,NA,NA,NA
2009-04-12,20090412,264.73,NA,NA,247.03,238.4,NA,NA,222.6,221.4,NA,NA,NA,NA
2009-04-13,20090413,264.53,NA,NA,247.05,238.4,NA,NA,222.6,221.41,NA,NA,NA,NA
2009-04-14,20090414,264.34,NA,NA,247.05,238.37,NA,NA,222.58,221.4,NA,NA,NA,NA
2009-04-15,20090415,264.14,NA,NA,247.04,238.34,NA,NA,222.56,221.4,NA,NA,NA,NA
2009-04-16,20090416,263.97,NA,NA,247.03,238.35,NA,NA,222.54,221.36,NA,NA,NA,NA
2009-04-17,20090417,263.81,NA,NA,247.02,238.35,NA,NA,222.52,221.36,NA,NA,NA,NA
2009-04-18,20090418,263.62,NA,NA,247.02,238.35,NA,NA,222.53,221.39,NA,NA,NA,NA
2009-04-19,20090419,263.42,NA,NA,247.01,238.35,NA,NA,222.5,221.34,NA,NA,NA,NA
2009-04-20,20090420,263.19,NA,NA,246.94,238.26,NA,NA,222.42,221.25,NA,NA,NA,NA
2009-04-21,20090421,262.97,NA,NA,246.86,238.14,NA,NA,222.28,221.17,NA,NA,NA,NA
2009-04-22,20090422,262.74,NA,NA,246.78,238.04,NA,NA,222.3,221.22,NA,NA,NA,NA
2009-04-23,20090423,262.52,NA,NA,246.74,238,NA,NA,222.28,221.15,NA,NA,NA,NA
2009-04-24,20090424,262.31,NA,NA,246.77,238.1,NA,NA,222.25,221.05,NA,NA,NA,NA
2009-04-25,20090425,262.12,NA,NA,246.82,238.25,NA,NA,222.28,221.12,NA,NA,NA,NA
2009-04-26,20090426,261.96,NA,NA,246.87,238.37,NA,NA,222.3,221.13,NA,NA,NA,NA
2009-04-27,20090427,261.82,NA,NA,246.82,238.21,NA,NA,222.38,221.21,NA,NA,NA,NA
2009-04-28,20090428,261.69,NA,NA,246.75,237.89,NA,NA,222.47,221.37,NA,NA,NA,NA
2009-04-29,20090429,261.59,NA,NA,246.69,237.64,NA,NA,222.48,221.33,NA,NA,NA,NA
2009-04-30,20090430,261.5,NA,NA,246.65,237.43,NA,NA,222.43,221.24,NA,NA,NA,NA
2009-05-01,20090501,261.43,NA,NA,246.7,237.36,NA,NA,222.37,221.24,NA,NA,NA,NA
2009-05-02,20090502,261.37,NA,NA,246.77,237.52,NA,NA,222.38,221.27,NA,NA,NA,NA
2009-05-03,20090503,261.39,NA,NA,246.82,237.68,NA,NA,222.39,221.29,NA,NA,NA,NA
2009-05-04,20090504,261.46,NA,NA,246.8,237.76,NA,NA,222.38,221.28,NA,NA,NA,NA
2009-05-05,20090505,261.54,NA,NA,246.75,237.77,NA,NA,222.36,221.26,NA,NA,NA,NA
2009-05-06,20090506,261.62,NA,NA,246.7,237.74,NA,NA,222.33,221.24,NA,NA,NA,NA
2009-05-07,20090507,261.67,NA,NA,246.7,237.65,NA,NA,222.42,221.32,NA,NA,NA,NA
2009-05-08,20090508,261.69,NA,NA,246.76,237.62,NA,NA,222.5,221.41,NA,NA,NA,NA
2009-05-09,20090509,261.66,NA,NA,246.81,237.67,NA,NA,222.43,221.35,NA,NA,NA,NA
2009-05-10,20090510,261.6,NA,NA,246.84,237.7,NA,NA,222.36,221.24,NA,NA,NA,NA
2009-05-11,20090511,261.53,NA,NA,246.78,237.65,NA,NA,222.32,221.18,NA,NA,NA,NA
2009-05-12,20090512,261.44,NA,NA,246.71,237.52,NA,NA,222.3,221.2,NA,NA,NA,NA
2009-05-13,20090513,261.34,NA,NA,246.66,237.35,NA,NA,222.37,221.28,NA,NA,NA,NA
2009-05-14,20090514,261.25,NA,NA,246.62,237.12,NA,NA,222.44,221.31,NA,NA,NA,NA
2009-05-15,20090515,261.14,NA,NA,246.66,237.13,NA,NA,222.63,221.3,NA,NA,NA,NA
2009-05-16,20090516,261.04,NA,NA,246.72,237.25,NA,NA,222.71,221.3,NA,NA,NA,NA
2009-05-17,20090517,260.95,NA,NA,246.77,237.28,NA,NA,222.61,221.19,NA,NA,NA,NA
2009-05-18,20090518,260.85,NA,NA,246.73,237.09,NA,NA,222.56,221.17,NA,NA,NA,NA
2009-05-19,20090519,260.75,NA,NA,246.73,237.02,NA,NA,222.52,221.13,NA,NA,NA,NA
2009-05-20,20090520,260.65,NA,NA,246.71,237.04,NA,NA,222.5,221.09,NA,NA,NA,NA
2009-05-21,20090521,260.54,NA,NA,246.64,236.88,NA,NA,222.56,221.17,NA,NA,NA,NA
2009-05-22,20090522,260.42,NA,NA,246.67,236.89,NA,NA,222.65,221.27,NA,NA,NA,NA
2009-05-23,20090523,260.3,NA,NA,246.71,236.94,NA,NA,222.58,221.19,NA,NA,NA,NA
2009-05-24,20090524,260.17,NA,NA,246.74,236.95,NA,NA,222.54,221.18,NA,NA,NA,NA
2009-05-25,20090525,260.04,NA,NA,246.75,237,NA,NA,222.52,221.14,NA,NA,NA,NA
2009-05-26,20090526,259.9,NA,NA,246.75,237.08,NA,NA,222.51,221.15,NA,NA,NA,NA
2009-05-27,20090527,259.76,NA,NA,246.69,237.07,NA,NA,222.49,221.11,NA,NA,NA,NA
2009-05-28,20090528,259.63,NA,NA,246.64,236.96,NA,NA,222.51,221.07,NA,NA,NA,NA
2009-05-29,20090529,259.5,NA,NA,246.58,236.8,NA,NA,222.58,221.13,NA,NA,NA,NA
2009-05-30,20090530,259.37,NA,NA,246.6,236.8,NA,NA,222.62,221.22,NA,NA,NA,NA
2009-05-31,20090531,259.26,NA,NA,246.64,236.86,NA,NA,222.65,221.28,NA,NA,NA,NA
2009-06-01,20090601,259.14,NA,NA,246.59,236.78,NA,NA,222.6,221.23,NA,NA,NA,NA
2009-06-02,20090602,259.03,NA,NA,246.53,236.53,NA,NA,222.5,221.15,NA,NA,NA,NA
2009-06-03,20090603,258.92,NA,NA,246.47,236.32,NA,NA,222.43,221.08,NA,NA,NA,NA
2009-06-04,20090604,258.81,NA,NA,246.45,236.26,NA,NA,222.37,220.99,NA,NA,NA,NA
2009-06-05,20090605,258.71,NA,NA,246.49,236.39,NA,NA,222.39,221.05,NA,NA,NA,NA
2009-06-06,20090606,258.6,NA,NA,246.54,236.6,NA,NA,222.4,221.05,NA,NA,NA,NA
2009-06-07,20090607,258.51,NA,NA,246.59,236.76,NA,NA,222.37,220.96,NA,NA,NA,NA
2009-06-08,20090608,258.42,NA,NA,246.54,236.73,NA,NA,222.43,221.08,NA,NA,NA,NA
2009-06-09,20090609,258.34,NA,NA,246.46,236.51,NA,NA,222.54,221.19,NA,NA,NA,NA
2009-06-10,20090610,258.26,NA,NA,246.39,236.32,NA,NA,222.55,221.14,NA,NA,NA,NA
2009-06-11,20090611,258.19,NA,NA,246.33,236.14,NA,NA,222.47,221.14,NA,NA,NA,NA
2009-06-12,20090612,258.12,NA,NA,246.29,236.01,NA,NA,222.5,221.2,NA,NA,NA,NA
2009-06-13,20090613,258.05,NA,NA,246.31,236.12,NA,NA,222.56,221.26,NA,NA,NA,NA
2009-06-14,20090614,257.98,NA,NA,246.37,236.38,NA,NA,222.55,221.19,NA,NA,NA,NA
2009-06-15,20090615,257.92,NA,NA,246.35,236.5,NA,NA,222.55,221.18,NA,NA,NA,NA
2009-06-16,20090616,257.86,NA,NA,246.29,236.47,NA,NA,222.58,221.27,NA,NA,NA,NA
2009-06-17,20090617,257.79,NA,NA,246.23,236.41,NA,NA,222.58,221.27,NA,NA,NA,NA
2009-06-18,20090618,257.73,NA,NA,246.14,236.32,NA,NA,222.63,221.28,NA,NA,NA,NA
2009-06-19,20090619,257.67,NA,NA,245.9,236.04,NA,NA,222.66,221.35,NA,NA,NA,NA
2009-06-20,20090620,257.61,NA,NA,245.55,235.7,NA,NA,222.63,221.31,NA,NA,NA,NA
2009-06-21,20090621,257.54,NA,NA,245.18,235.46,NA,NA,222.6,221.27,NA,NA,NA,NA
2009-06-22,20090622,257.48,NA,NA,244.77,235.25,NA,NA,222.61,221.3,NA,NA,NA,NA
2009-06-23,20090623,257.42,NA,NA,244.44,235.1,NA,NA,222.59,221.28,NA,NA,NA,NA
2009-06-24,20090624,257.35,NA,NA,244.32,235.06,NA,NA,222.58,221.25,NA,NA,NA,NA
2009-06-25,20090625,257.28,NA,NA,244.2,235.02,NA,NA,222.58,221.28,NA,NA,NA,NA
2009-06-26,20090626,257.21,NA,NA,243.98,234.91,NA,NA,222.58,221.28,NA,NA,NA,NA
2009-06-27,20090627,257.14,NA,NA,243.65,234.74,NA,NA,222.55,221.23,NA,NA,NA,NA
2009-06-28,20090628,257.06,NA,NA,243.34,234.58,NA,NA,222.54,221.21,NA,NA,NA,NA
2009-06-29,20090629,256.98,NA,NA,243.01,234.4,NA,NA,222.56,221.27,NA,NA,NA,NA
2009-06-30,20090630,256.89,NA,NA,242.66,234.19,NA,NA,222.56,221.26,NA,NA,NA,NA
2009-07-01,20090701,256.8,NA,NA,242.36,233.98,NA,NA,222.48,221.17,NA,NA,NA,NA
2009-07-02,20090702,256.72,NA,NA,242.1,233.72,NA,NA,222.37,221.05,NA,NA,NA,NA
2009-07-03,20090703,256.64,NA,NA,241.86,233.48,NA,NA,222.34,221.06,NA,NA,NA,NA
2009-07-04,20090704,256.57,NA,NA,241.61,233.26,NA,NA,222.31,221.01,NA,NA,NA,NA
2009-07-05,20090705,256.51,NA,NA,241.36,233.06,NA,NA,222.26,220.92,NA,NA,NA,NA
2009-07-06,20090706,256.46,NA,NA,241.14,232.89,NA,NA,222.27,220.91,NA,NA,NA,NA
2009-07-07,20090707,256.42,NA,NA,241.07,232.82,NA,NA,222.25,220.84,NA,NA,NA,NA
2009-07-08,20090708,256.38,NA,NA,240.99,232.76,NA,NA,222.21,220.79,NA,NA,NA,NA
2009-07-09,20090709,256.34,NA,NA,240.84,232.65,NA,NA,222.2,220.76,NA,NA,NA,NA
2009-07-10,20090710,256.3,NA,NA,240.8,232.62,NA,NA,222.2,220.81,NA,NA,NA,NA
2009-07-11,20090711,256.26,NA,NA,240.69,232.54,NA,NA,222.2,220.87,NA,NA,NA,NA
2009-07-12,20090712,256.22,NA,NA,240.51,232.42,NA,NA,222.17,220.73,NA,NA,NA,NA
2009-07-13,20090713,256.17,NA,NA,240.31,232.3,NA,NA,222.19,220.71,NA,NA,NA,NA
2009-07-14,20090714,256.12,NA,NA,240.06,232.13,NA,NA,222.16,220.7,NA,NA,NA,NA
2009-07-15,20090715,256.07,NA,NA,239.77,231.94,NA,NA,222.13,220.72,NA,NA,NA,NA
2009-07-16,20090716,256.02,NA,NA,239.44,231.71,NA,NA,222.12,220.7,NA,NA,NA,NA
2009-07-17,20090717,255.97,NA,NA,239.14,231.46,NA,NA,222.12,220.74,NA,NA,NA,NA
2009-07-18,20090718,255.92,NA,NA,238.88,231.24,NA,NA,222.11,220.7,NA,NA,NA,NA
2009-07-19,20090719,255.87,NA,NA,238.68,231.07,NA,NA,222.1,220.63,NA,NA,NA,NA
2009-07-20,20090720,255.82,NA,NA,238.5,230.92,NA,NA,222.06,220.6,NA,NA,NA,NA
2009-07-21,20090721,255.78,NA,NA,238.36,230.8,NA,NA,222.03,220.63,NA,NA,NA,NA
2009-07-22,20090722,255.73,NA,NA,238.2,230.64,NA,NA,221.99,220.58,NA,NA,NA,NA
2009-07-23,20090723,255.68,NA,NA,238.02,230.44,NA,NA,221.94,220.5,NA,NA,NA,NA
2009-07-24,20090724,255.63,NA,NA,237.85,230.24,NA,NA,221.93,220.44,NA,NA,NA,NA
2009-07-25,20090725,255.58,NA,NA,237.73,230.05,NA,NA,221.94,220.46,NA,NA,NA,NA
2009-07-26,20090726,255.53,NA,NA,237.63,229.9,NA,NA,221.83,220.41,NA,NA,NA,NA
2009-07-27,20090727,255.47,NA,NA,237.55,229.77,NA,NA,221.71,220.3,NA,NA,NA,NA
2009-07-28,20090728,255.41,NA,NA,237.46,229.61,NA,NA,221.65,220.3,NA,NA,NA,NA
2009-07-29,20090729,255.35,NA,NA,237.38,229.44,NA,NA,221.64,220.28,NA,NA,NA,NA
2009-07-30,20090730,255.28,NA,NA,237.3,229.27,NA,NA,221.59,220.18,NA,NA,NA,NA
2009-07-31,20090731,255.22,NA,NA,237.23,229.1,NA,NA,221.52,220.12,NA,NA,NA,NA
2009-08-01,20090801,255.16,NA,NA,237.18,228.96,NA,NA,221.47,220.17,NA,NA,NA,NA
2009-08-02,20090802,255.1,NA,NA,237.14,228.87,NA,NA,221.45,220.14,NA,NA,NA,NA
2009-08-03,20090803,255.04,NA,NA,237.11,228.78,NA,NA,221.43,220.13,NA,NA,NA,NA
2009-08-04,20090804,254.99,NA,NA,237.1,228.79,NA,NA,221.42,220.16,NA,NA,NA,NA
2009-08-05,20090805,254.94,NA,NA,235.71,226.7,NA,NA,221.35,220.04,NA,NA,NA,NA
2009-08-06,20090806,254.9,NA,NA,237.14,228.72,NA,NA,221.31,220.06,NA,NA,NA,NA
2009-08-07,20090807,254.86,NA,NA,237.14,228.66,NA,NA,221.29,220.05,NA,NA,NA,NA
2009-08-08,20090808,254.82,NA,NA,237.13,228.59,NA,NA,221.24,219.98,NA,NA,NA,NA
2009-08-09,20090809,254.78,NA,NA,237.11,228.52,NA,NA,221.21,219.95,NA,NA,NA,NA
2009-08-10,20090810,254.73,NA,NA,237.07,228.47,NA,NA,221.17,219.91,NA,NA,NA,NA
2009-08-11,20090811,254.68,NA,NA,237.04,228.4,NA,NA,221.17,219.94,NA,NA,NA,NA
2009-08-12,20090812,254.64,NA,NA,237.03,228.3,NA,NA,221.16,219.86,NA,NA,NA,NA
2009-08-13,20090813,254.59,NA,NA,237.07,228.2,NA,NA,221.16,219.83,NA,NA,NA,NA
2009-08-14,20090814,254.55,NA,NA,237.13,228.11,NA,NA,221.18,219.91,NA,NA,NA,NA
2009-08-15,20090815,254.51,NA,NA,237.14,228.03,NA,NA,221.21,219.96,NA,NA,NA,NA
2009-08-16,20090816,254.48,NA,NA,237.09,227.98,NA,NA,221.18,219.85,NA,NA,NA,NA
2009-08-17,20090817,254.44,NA,NA,237.03,227.94,NA,NA,221.2,219.94,NA,NA,NA,NA
2009-08-18,20090818,254.41,NA,NA,236.99,227.87,NA,NA,221.21,219.95,NA,NA,NA,NA
2009-08-19,20090819,254.38,NA,NA,236.96,227.81,NA,NA,221.17,219.86,NA,NA,NA,NA
2009-08-20,20090820,254.35,NA,NA,236.93,227.77,NA,NA,221.18,219.96,NA,NA,NA,NA
2009-08-21,20090821,254.34,NA,NA,236.93,227.68,NA,NA,221.19,219.95,NA,NA,NA,NA
2009-08-22,20090822,254.33,NA,NA,236.95,227.6,NA,NA,221.16,219.95,NA,NA,NA,NA
2009-08-23,20090823,254.33,NA,NA,236.95,227.56,NA,NA,221.15,219.95,NA,NA,NA,NA
2009-08-24,20090824,254.34,NA,NA,236.94,227.51,NA,NA,221.14,220,NA,NA,NA,NA
2009-08-25,20090825,254.35,NA,NA,236.91,227.42,NA,NA,221.15,219.95,NA,NA,NA,NA
2009-08-26,20090826,254.37,NA,NA,236.89,227.33,NA,NA,221.12,219.85,NA,NA,NA,NA
2009-08-27,20090827,254.39,NA,NA,236.86,227.24,NA,NA,221.12,219.9,NA,NA,NA,NA
2009-08-28,20090828,254.41,NA,NA,236.84,227.16,NA,NA,221.12,219.93,NA,NA,NA,NA
2009-08-29,20090829,254.43,NA,NA,236.84,227.14,NA,NA,221.06,219.82,NA,NA,NA,NA
2009-08-30,20090830,254.44,NA,NA,236.84,227.14,NA,NA,221.07,219.93,NA,NA,NA,NA
2009-08-31,20090831,254.46,NA,NA,236.84,227.13,NA,NA,221.08,219.9,NA,NA,NA,NA
2009-09-01,20090901,254.48,NA,NA,236.84,227.13,NA,NA,221.04,219.81,NA,NA,NA,NA
2009-09-02,20090902,254.5,NA,NA,236.83,227.16,NA,NA,221,219.76,NA,NA,NA,NA
2009-09-03,20090903,254.52,NA,NA,236.82,227.12,NA,NA,221,219.87,NA,NA,NA,NA
2009-09-04,20090904,254.53,NA,NA,236.8,227.05,NA,NA,220.99,219.87,NA,NA,NA,NA
2009-09-05,20090905,254.54,NA,NA,236.79,226.99,NA,NA,220.98,219.87,NA,NA,NA,NA
2009-09-06,20090906,254.55,NA,NA,236.78,226.94,NA,NA,220.97,219.86,NA,NA,NA,NA
2009-09-07,20090907,254.56,NA,NA,236.76,226.84,NA,NA,220.94,219.88,NA,NA,NA,NA
2009-09-08,20090908,254.56,NA,NA,236.75,226.67,NA,NA,220.91,219.85,NA,NA,NA,NA
2009-09-09,20090909,254.56,NA,NA,236.74,226.27,NA,NA,220.89,219.72,NA,NA,NA,NA
2009-09-10,20090910,254.56,NA,NA,236.73,225.97,NA,NA,220.97,219.76,NA,NA,NA,NA
2009-09-11,20090911,254.55,NA,NA,236.72,226.02,NA,NA,220.93,219.75,NA,NA,NA,NA
2009-09-12,20090912,254.54,NA,NA,236.71,226.25,NA,NA,220.86,219.72,NA,NA,NA,NA
2009-09-13,20090913,254.52,NA,NA,236.7,226.38,NA,NA,220.82,219.73,NA,NA,NA,NA
2009-09-14,20090914,254.5,NA,NA,236.68,226.51,NA,NA,220.79,219.78,NA,NA,NA,NA
2009-09-15,20090915,254.48,NA,NA,236.67,226.63,NA,NA,220.81,219.9,NA,NA,NA,NA
2009-09-16,20090916,254.45,NA,NA,236.66,226.79,NA,NA,220.84,219.96,NA,NA,NA,NA
2009-09-17,20090917,254.42,NA,NA,236.66,226.96,NA,NA,220.85,219.88,NA,NA,NA,NA
2009-09-18,20090918,254.39,NA,NA,236.65,227.13,NA,NA,220.84,219.84,NA,NA,NA,NA
2009-09-19,20090919,254.35,NA,NA,236.64,227.27,NA,NA,220.84,219.84,NA,NA,NA,NA
2009-09-20,20090920,254.32,NA,NA,236.63,227.37,NA,NA,220.82,219.85,NA,NA,NA,NA
2009-09-21,20090921,254.3,NA,NA,236.63,227.46,NA,NA,220.78,219.79,NA,NA,NA,NA
2009-09-22,20090922,254.27,NA,NA,236.62,227.57,NA,NA,220.75,219.81,NA,NA,NA,NA
2009-09-23,20090923,254.25,NA,NA,236.61,227.66,NA,NA,220.73,219.8,NA,NA,NA,NA
2009-09-24,20090924,254.22,NA,NA,236.6,227.67,NA,NA,220.7,219.8,NA,NA,NA,NA
