FID_,HRU_ID,subbasin
,540455,0
,540456,0
,540457,0
,540458,0
,540459,0
,540460,0
,540461,0
,540462,0
,540463,0
,540464,0
,540465,0
,540466,0
,540467,0
,540468,0
,540469,0
,540470,0
,540471,0
,540472,0
,540473,0
,540474,0
,540475,0
,540476,0
,540477,0
,540478,0
,540479,0
,540480,0
,540481,0
,540482,0
,540483,0
,540484,0
,540485,0
,540486,0
,540487,0
,540488,0
,540489,0
,540490,0
,540491,0
,540492,3
,540493,0
,540494,0
,540495,0
,540496,0
,540497,0
,540498,0
,540499,0
,540500,0
,540501,0
,540502,0
,540503,0
,540504,0
,540505,0
,540506,0
,540507,0
,540508,0
,540509,0
,540510,0
,540511,0
,540512,0
,540513,0
,540514,0
,540515,0
,540516,0
,540517,0
,540518,0
,540519,0
,540520,0
,540521,0
,540522,0
,540523,0
,540524,0
,540525,0
,540526,0
,540527,0
,540528,0
,540529,0
,540530,0
,540531,0
,540532,0
,540533,0
,540534,0
,540535,0
,540536,0
,540537,0
,540538,0
,540539,0
,540540,0
,539137,0
,539138,0
,539139,0
,539140,0
,539141,0
,539142,0
,539143,0
,539144,0
,539145,0
,539146,0
,539147,0
,539148,0
,539149,0
,539150,0
,539151,0
,539152,0
,539153,0
,539154,0
,539155,0
,539156,0
,539157,0
,539158,0
,539159,0
,539160,0
,539161,0
,539162,0
,539163,0
,539164,0
,539165,0
,539166,0
,539167,0
,539168,0
,539169,0
,539170,0
,539171,0
,539172,0
,539173,0
,539174,0
,539175,0
,539176,0
,539177,0
,539178,0
,539179,0
,539180,0
,539181,0
,539182,0
,539183,0
,539184,0
,539185,0
,539186,0
,539187,0
,539188,0
,539189,0
,539190,0
,539191,0
,539192,0
,539193,0
,539194,0
,539195,0
,539196,0
,539197,0
,539198,0
,539199,0
,539200,0
,539201,0
,539202,0
,539203,0
,539204,0
,539205,0
,539206,0
,539207,0
,539208,0
,539209,0
,539210,0
,539211,0
,539212,0
,539213,0
,539214,0
,539215,0
,539216,0
,539217,0
,539218,0
,539219,0
,539220,0
,539221,0
,539222,0
,539223,0
,539224,0
,539225,0
,539226,0
,539227,0
,539228,0
,539229,0
,539230,0
,539231,0
,539232,0
,539233,0
,539234,0
,539235,0
,539236,0
,539237,0
,539238,0
,539239,0
,539240,0
,539241,0
,539242,0
,539243,0
,539244,0
,539245,0
,539246,0
,539247,0
,539248,0
,539249,0
,539250,0
,539251,0
,539252,0
,539253,0
,539254,0
,539255,0
,539256,0
,539257,0
,539258,0
,539259,0
,539260,0
,539261,0
,539262,0
,539263,0
,539264,0
,539265,0
,539266,0
,539267,0
,539268,0
,539269,0
,539270,0
,539271,0
,539272,0
,539273,0
,539274,0
,539275,0
,539276,0
,539277,0
,539278,0
,539279,0
,539280,0
,539281,0
,539282,0
,539283,0
,539284,0
,539285,0
,539286,0
,539287,0
,539288,0
,539289,0
,539290,0
,539291,0
,539292,0
,539293,0
,539294,0
,539295,0
,539296,0
,539297,0
,539298,0
,539299,0
,539300,0
,539301,0
,539302,0
,539303,0
,539304,0
,539305,0
,539306,0
,539307,0
,539308,0
,539309,0
,539310,0
,539311,0
,539312,0
,539313,0
,539314,0
,539315,0
,539316,0
,539317,0
,539318,0
,539319,0
,539320,0
,539321,0
,539322,0
,539323,0
,539324,0
,539325,0
,539326,0
,539327,0
,539328,0
,539329,0
,539330,0
,539331,0
,539332,0
,539333,0
,539334,0
,539335,0
,539336,0
,539337,0
,539338,0
,539339,0
,539340,0
,539341,0
,539342,0
,539343,0
,539344,0
,539345,0
,539346,0
,539347,0
,539348,0
,539349,0
,539350,0
,539351,0
,539352,0
,539353,0
,539354,0
,539355,0
,539356,0
,539357,0
,539358,0
,539359,0
,539360,0
,539361,0
,539362,0
,539363,0
,539364,0
,539365,0
,539366,0
,539367,0
,539368,0
,539369,0
,539370,0
,539371,0
,539372,0
,539373,0
,539374,0
,539375,0
,539376,0
,539377,0
,539378,0
,539379,0
,539380,0
,539381,0
,539382,0
,539383,0
,539384,0
,539385,0
,539386,0
,539387,0
,539388,0
,539389,0
,539390,0
,539391,0
,539392,0
,539393,0
,539394,0
,539395,0
,539396,0
,539397,0
,539398,0
,539399,0
,539400,0
,539401,0
,539402,0
,539403,0
,539404,0
,539405,0
,539406,0
,539407,0
,539408,0
,539409,0
,539410,0
,539411,0
,539412,0
,539413,0
,539414,0
,539415,0
,539416,0
,539417,0
,539418,0
,539419,0
,539420,0
,539421,0
,539422,0
,539423,0
,539424,0
,539425,0
,539426,0
,539427,0
,539428,0
,539429,0
,539430,0
,539431,0
,539432,0
,539433,0
,539434,0
,539435,0
,539436,0
,539437,0
,539438,0
,539439,0
,539440,0
,539441,0
,539442,0
,539443,0
,539444,0
,539445,0
,539446,0
,539447,0
,539448,0
,539449,0
,539450,0
,539451,0
,539452,0
,539453,0
,539454,0
,539455,0
,539456,0
,539457,0
,539458,0
,539459,0
,539460,0
,539461,0
,539462,0
,539463,0
,539464,0
,539465,0
,539466,0
,539467,0
,539468,0
,539469,0
,539470,0
,539471,0
,539472,0
,539473,0
,539474,0
,539475,0
,539476,0
,539477,0
,539478,0
,539479,0
,539480,0
,539481,0
,539482,0
,539483,0
,539484,0
,539485,0
,539486,0
,539487,0
,539488,0
,539489,0
,539490,0
,539491,0
,539492,0
,539493,0
,539494,0
,539495,0
,539496,0
,539497,0
,539498,0
,539499,0
,539500,0
,539501,0
,539502,0
,539503,0
,539504,0
,539505,0
,539506,0
,539507,0
,539508,0
,539509,0
,539510,0
,539511,0
,539512,0
,539513,0
,539514,0
,539515,0
,539516,0
,539517,0
,539518,0
,539519,0
,539520,0
,539521,0
,539522,0
,539523,0
,539524,0
,539525,0
,539526,0
,539527,0
,539528,0
,539529,0
,539530,0
,539531,0
,539532,0
,539533,0
,539534,0
,539535,0
,539536,0
,539537,0
,539538,0
,539539,0
,539540,0
,539541,0
,539542,0
,539543,0
,539544,0
,539545,0
,539546,0
,539547,0
,539548,0
,539549,0
,539550,0
,539551,0
,539552,0
,539553,0
,539554,0
,539555,0
,539556,0
,539557,0
,539558,0
,539559,0
,539560,0
,539561,0
,539562,0
,539563,0
,539564,0
,539565,0
,539566,0
,539567,0
,539568,0
,539569,0
,539570,0
,539571,0
,539572,0
,539573,0
,539574,0
,539575,0
,539576,0
,539577,0
,539578,0
,539579,0
,539580,0
,539581,0
,539582,0
,539583,0
,539584,0
,539585,0
,539586,0
,539587,0
,539588,0
,539589,0
,539590,0
,539591,0
,539592,0
,539593,0
,539594,0
,539595,0
,539596,0
,539597,0
,539598,0
,539599,0
,539600,0
,539601,0
,539602,0
,539603,0
,539604,0
,539605,0
,539606,0
,539607,0
,539608,0
,539609,0
,539610,0
,539611,0
,539612,0
,539613,0
,539614,0
,539615,0
,539616,0
,539617,0
,539618,0
,539619,0
,539620,0
,539621,0
,539622,0
,539623,0
,539624,0
,539625,0
,539626,0
,539627,0
,539628,0
,539629,0
,539630,0
,539631,0
,539632,0
,539633,0
,539634,0
,539635,0
,539636,0
,539637,0
,539638,0
,539639,0
,539640,0
,539641,0
,539642,0
,539643,0
,539644,0
,539645,0
,539646,0
,539647,0
,539648,0
,539649,0
,539650,0
,539651,0
,539652,0
,539653,0
,539654,0
,539655,0
,539656,0
,539657,0
,539658,0
,539659,0
,539660,0
,539661,0
,539662,0
,539663,0
,539664,0
,539665,0
,539666,0
,539667,0
,539668,0
,539669,0
,539670,0
,539671,0
,539672,0
,539673,0
,539674,0
,539675,0
,539676,0
,539677,0
,539678,0
,539679,0
,539680,0
,539681,0
,539682,0
,539683,0
,539684,0
,539685,0
,539686,0
,539687,0
,539688,0
,539689,0
,539690,0
,539691,0
,539692,0
,539693,0
,539694,0
,539695,0
,539696,0
,539697,0
,539698,0
,539699,0
,539700,0
,539701,0
,539702,0
,539703,0
,539704,0
,539705,0
,539706,0
,539707,0
,539708,0
,539709,0
,539710,0
,539711,0
,539712,0
,539713,0
,539714,0
,539715,0
,539716,0
,539717,0
,539718,0
,539719,0
,539720,0
,539721,0
,539722,0
,539723,0
,539724,0
,539725,0
,539726,0
,539727,0
,539728,0
,539729,0
,539730,0
,539731,0
,539732,0
,539733,0
,539734,0
,539735,0
,539736,0
,539737,0
,539738,0
,539739,0
,539740,0
,539741,0
,539742,0
,539743,0
,539744,0
,539745,0
,539746,0
,539747,0
,539748,0
,539749,0
,539750,0
,539751,0
,539752,0
,539753,0
,539754,0
,539755,0
,539756,0
,539757,0
,539758,0
,539759,0
,539760,0
,539761,0
,539762,0
,539763,0
,539764,0
,539765,0
,539766,0
,539767,0
,539768,0
,539769,0
,539770,0
,539771,0
,539772,0
,539773,0
,539774,0
,539775,0
,539776,0
,539777,0
,539778,0
,539779,0
,539780,0
,539781,0
,539782,0
,539783,0
,539784,0
,539785,3
,539786,3
,539787,0
,539788,0
,539789,3
,539790,3
,539791,3
,539792,0
,539793,0
,539794,0
,539795,0
,539796,0
,539797,0
,539798,0
,539799,0
,539800,0
,539801,0
,539802,0
,539803,0
,539804,0
,539805,0
,539806,0
,539807,0
,539808,0
,539809,0
,539810,0
,539811,0
,539812,0
,539813,0
,539814,0
,539815,0
,539816,0
,539817,0
,539818,0
,539819,0
,539820,0
,539821,0
,539822,0
,539823,0
,539824,0
,539825,0
,539826,0
,539827,0
,539828,0
,539829,0
,539830,0
,539831,0
,539832,0
,539833,0
,539834,0
,539835,0
,539836,0
,539837,0
,539838,0
,538435,0
,538436,0
,538437,0
,538438,0
,538439,0
,538440,0
,538441,0
,538442,0
,538443,0
,538444,0
,538445,0
,538446,0
,538447,0
,538448,0
,538449,0
,538450,0
,538451,0
,538452,0
,538453,0
,538454,0
,538455,0
,538456,0
,538457,0
,538458,0
,538459,0
,538460,0
,538461,0
,538462,0
,538463,0
,538464,0
,538465,0
,538466,0
,538467,0
,538468,0
,538469,0
,538470,0
,538471,0
,538472,0
,538473,0
,538474,0
,538475,0
,538476,0
,538477,0
,538478,0
,538479,0
,538480,0
,538481,0
,538482,0
,538483,0
,538484,0
,538485,0
,538486,0
,538487,0
,538488,0
,538489,0
,538490,0
,538491,0
,538492,0
,538493,0
,538494,0
,538495,0
,538496,0
,538497,0
,538498,0
,538499,0
,538500,0
,538501,0
,538502,0
,538503,0
,538504,0
,538505,0
,538506,0
,538507,0
,538508,0
,538509,0
,538510,0
,538511,0
,538512,0
,538513,0
,538514,0
,538515,0
,538516,0
,538517,0
,538518,0
,538519,0
,538520,0
,538521,0
,538522,0
,538523,0
,538524,0
,538525,0
,538526,0
,538527,0
,538528,0
,538529,0
,538530,0
,538531,0
,538532,0
,538533,0
,538534,0
,538535,0
,538536,0
,538537,0
,538538,0
,538539,0
,538540,0
,538541,0
,538542,0
,538543,0
,538544,0
,538545,0
,538546,0
,538547,0
,538548,0
,538549,0
,538550,0
,538551,0
,538552,0
,538553,0
,538554,0
,538555,0
,538556,0
,538557,0
,538558,0
,538559,0
,538560,0
,538561,0
,538562,0
,538563,0
,538564,0
,538565,0
,538566,0
,538567,0
,538568,0
,538569,0
,538570,0
,538571,0
,538572,0
,538573,0
,538574,0
,538575,0
,538576,0
,538577,0
,538578,0
,538579,0
,538580,0
,538581,0
,538582,0
,538583,0
,538584,0
,538585,0
,538586,0
,538587,0
,538588,0
,538589,0
,538590,0
,538591,0
,538592,0
,538593,0
,538594,0
,538595,0
,538596,0
,538597,0
,538598,0
,538599,0
,538600,0
,538601,0
,538602,0
,538603,0
,538604,0
,538605,0
,538606,0
,538607,0
,538608,0
,538609,0
,538610,0
,538611,0
,538612,0
,538613,0
,538614,0
,538615,0
,538616,0
,538617,0
,538618,0
,538619,0
,538620,0
,538621,0
,538622,0
,538623,0
,538624,0
,538625,0
,538626,0
,538627,0
,538628,0
,538629,0
,538630,0
,538631,0
,538632,0
,538633,0
,538634,0
,538635,0
,538636,0
,538637,0
,538638,0
,538639,0
,538640,0
,538641,0
,538642,0
,538643,0
,538644,0
,538645,0
,538646,0
,538647,0
,538648,0
,538649,0
,538650,0
,538651,0
,538652,0
,538653,0
,538654,0
,538655,0
,538656,0
