Pond,HY,Year,Month,Day,Q_cfs
F2,2009,2009,3,14,4.5
F2,2009,2009,3,15,4.5
F2,2009,2009,3,16,4.5
F2,2009,2009,3,17,4.5
F2,2009,2009,3,18,4.5
F2,2009,2009,3,19,4.5
F2,2009,2009,3,20,4.5
F2,2009,2009,3,21,4.5
F2,2009,2009,3,22,4.5
F2,2009,2009,3,23,4.5
F2,2009,2009,3,24,4.5
F2,2009,2009,3,25,4.5
F2,2009,2009,3,26,4.5
F2,2009,2009,3,27,4.5
F2,2009,2009,3,28,4.5
F2,2009,2009,3,29,4.5
F2,2009,2009,3,30,4.5
F2,2009,2009,3,31,4.5
F2,2009,2009,4,1,4.5
F2,2009,2009,4,2,4.5
F2,2009,2009,4,3,4.5
F2,2009,2009,4,4,4.5
F2,2009,2009,4,5,4.5
F2,2009,2009,4,6,4.5
F2,2009,2009,4,7,4.5
F2,2009,2009,4,8,4.5
F2,2009,2009,4,9,4.5
F2,2009,2009,4,10,4.5
F2,2009,2009,4,11,4.5
F2,2009,2009,4,12,4.5
F2,2009,2009,4,13,4.5
F2,2009,2009,4,14,4.5
F2,2009,2009,4,15,4.5
F2,2009,2009,4,16,4.5
F2,2009,2009,4,17,4.5
F2,2009,2009,4,18,4.5
F2,2009,2009,4,19,4.5
F2,2009,2009,4,20,2.2
F2,2009,2009,4,21,2.2
F2,2009,2009,4,22,2.2
F2,2009,2009,4,23,2.2
F2,2009,2009,4,24,2.2
F2,2009,2009,4,25,2.2
F2,2009,2009,4,26,2.2
F2,2009,2009,4,27,2.2
F2,2009,2009,4,28,2.2
F2,2009,2009,4,29,2.2
F2,2009,2009,4,30,2.2
F2,2009,2009,5,1,2.2
F2,2009,2009,5,2,2.2
F2,2009,2009,5,3,2.2
F2,2009,2009,5,4,2.2
F2,2009,2009,5,5,2.2
F2,2009,2009,5,6,2.2
F2,2009,2009,5,7,2.2
F2,2009,2009,5,8,2.2
F2,2009,2009,5,9,2.2
F2,2009,2009,5,10,2.2
F2,2009,2009,5,11,6.7
F2,2009,2009,5,12,6.7
F2,2009,2009,5,13,6.7
F2,2009,2009,5,14,6.7
F2,2009,2009,5,15,2.2
F2,2009,2009,5,16,2.2
F2,2009,2009,5,17,2.2
F2,2009,2009,5,18,2.2
F2,2009,2009,5,19,2.2
F2,2009,2009,5,20,6.7
F2,2009,2009,5,21,6.7
F2,2009,2009,5,22,6.7
F2,2009,2009,5,23,2.2
F2,2009,2009,5,24,2.2
F2,2009,2009,5,25,2.2
F2,2009,2009,5,26,2.2
F2,2009,2009,5,27,2.2
F2,2009,2009,5,28,2.2
F2,2009,2009,5,29,2.2
F2,2009,2009,5,30,2.2
F2,2009,2009,5,31,2.2
F2,2009,2009,6,1,6.7
F2,2009,2009,6,2,6.7
F2,2009,2009,6,3,6.7
F2,2009,2009,6,4,6.7
F2,2009,2009,6,5,6.7
F2,2009,2009,6,6,2.2
F2,2009,2009,6,7,2.2
F2,2009,2009,6,8,2.2
F2,2009,2009,6,9,2.2
F2,2009,2009,6,10,2.2
F2,2009,2009,6,11,2.2
F2,2009,2009,6,12,11.1
F2,2009,2009,6,13,11.1
F2,2009,2009,6,14,6.7
F2,2009,2009,6,15,6.7
F2,2009,2009,6,16,6.7
F2,2009,2009,6,17,6.7
F2,2009,2009,6,18,11.1
F2,2009,2009,6,19,11.1
F2,2009,2009,6,20,6.7
F2,2009,2009,6,21,6.7
F2,2009,2009,6,22,6.7
F2,2009,2009,6,23,6.7
F2,2009,2009,6,24,6.7
F2,2009,2009,6,25,6.7
F2,2009,2009,6,26,6.7
F2,2009,2009,6,27,6.7
F2,2009,2009,6,28,6.7
F2,2009,2009,6,29,6.7
F2,2009,2009,6,30,6.7
F2,2009,2009,7,1,6.7
F2,2009,2009,7,2,2.2
F2,2009,2009,7,3,2.2
F2,2009,2009,7,4,2.2
F2,2009,2009,7,5,2.2
F2,2009,2009,7,6,2.2
F2,2009,2009,7,7,2.2
F2,2009,2009,7,8,2.2
F2,2009,2009,7,9,2.2
F2,2009,2009,7,10,2.2
F2,2009,2009,7,11,2.2
F2,2009,2009,7,12,2.2
F2,2009,2009,7,13,2.2
F2,2009,2009,7,14,2.2
F2,2009,2009,7,15,2.2
F2,2009,2009,7,16,2.2
F2,2009,2009,7,17,2.2
F2,2009,2009,7,18,2.2
F2,2009,2009,7,19,2.2
F2,2009,2009,7,20,1.1
F2,2009,2009,7,21,1.1
F2,2009,2009,7,22,1.1
F2,2009,2009,7,23,1.1
F2,2009,2009,7,24,1.1
F2,2009,2009,7,25,1.1
F2,2009,2009,7,26,1.1
F2,2009,2009,7,27,1.1
F2,2009,2009,7,28,1.1
F2,2009,2009,7,29,1.1
F2,2009,2009,7,30,1.1
F2,2009,2009,7,31,1.1
F2,2009,2009,8,1,1.1
F2,2009,2009,8,2,1.1
F2,2009,2009,8,3,1.1
F2,2009,2009,8,4,1.1
F2,2009,2009,8,5,1.1
F2,2009,2009,8,6,1.1
F2,2009,2009,8,7,1.1
F2,2009,2009,8,8,1.1
F2,2009,2009,8,9,1.1
F2,2009,2009,8,10,1.1
F2,2009,2009,8,11,1.1
F2,2009,2009,8,12,1.1
F2,2009,2009,8,13,1.1
F2,2009,2009,8,14,1.1
F2,2009,2009,8,15,1.1
F2,2009,2009,8,16,1.1
F2,2009,2009,8,17,1.1
F2,2009,2009,8,18,1.1
F2,2009,2009,8,19,1.1
F2,2009,2009,8,20,1.1
F2,2009,2009,8,21,1.1
F2,2009,2009,8,22,1.1
F2,2009,2009,8,23,1.1
F2,2009,2009,8,24,1.1
F2,2009,2009,8,25,1.1
F2,2009,2009,8,26,1.1
F2,2009,2009,8,27,1.1
F2,2009,2009,8,28,1.1
F2,2009,2009,8,29,1.1
F2,2009,2009,8,30,1.1
F2,2009,2009,8,31,1.1
F2,2009,2009,9,1,1.1
F2,2009,2009,9,2,1.1
F2,2009,2009,9,3,1.1
F2,2009,2009,9,4,1.1
F2,2009,2009,9,5,1.1
F2,2009,2009,9,6,0
F2,2009,2009,9,7,0
F2,2009,2009,9,8,0
F2,2009,2009,9,9,3.3
F2,2009,2009,9,10,3.3
F2,2009,2009,9,11,3.3
F2,2009,2009,9,12,3.3
F2,2009,2009,9,13,3.3
F2,2009,2009,9,14,3.3
F2,2009,2009,9,15,3.3
F2,2009,2009,9,16,3.3
F2,2009,2009,9,17,3.3
F2,2009,2009,9,18,3.3
F2,2009,2009,9,19,3.3
F2,2009,2009,9,20,3.3
F2,2009,2009,9,21,3.3
F2,2009,2009,9,22,3.3
F2,2009,2009,9,23,3.3
F2,2009,2009,9,24,3.3
F2,2009,2009,9,25,3.3
F2,2009,2009,9,26,3.3
F2,2009,2009,9,27,3.3
F2,2009,2009,9,28,3.3
F2,2009,2009,9,29,3.3
F2,2009,2009,9,30,3.3
F2,2010,2009,10,1,4.5
F2,2010,2009,10,2,4.5
F2,2010,2009,10,3,4.5
F2,2010,2009,10,4,4.5
F2,2010,2009,10,5,4.5
F2,2010,2009,10,6,4.5
F2,2010,2009,10,7,4.5
F2,2010,2009,10,8,4.5
F2,2010,2009,10,9,4.5
F2,2010,2009,10,10,4.5
F2,2010,2009,10,11,4.5
F2,2010,2009,10,12,4.5
F2,2010,2009,10,13,4.5
F2,2010,2009,10,14,4.5
F2,2010,2009,10,15,4.5
F2,2010,2009,10,16,4.5
F2,2010,2009,10,17,4.5
F2,2010,2009,10,18,4.5
F2,2010,2009,10,19,4.5
F2,2010,2009,10,20,4.5
F2,2010,2009,10,21,4.5
F2,2010,2009,10,22,4.5
F2,2010,2009,10,23,4.5
F2,2010,2009,10,24,4.5
F2,2010,2009,10,25,4.5
F2,2010,2009,10,26,4.5
F2,2010,2009,10,27,4.5
F2,2010,2009,10,28,4.5
F2,2010,2009,10,29,4.5
F2,2010,2009,10,30,4.5
F2,2010,2009,10,31,4.5
F2,2010,2009,11,1,4.5
F2,2010,2009,11,2,4.5
F2,2010,2009,11,3,4.5
F2,2010,2009,11,4,4.5
F2,2010,2009,11,5,4.5
F2,2010,2009,11,6,4.5
F2,2010,2009,11,7,4.5
F2,2010,2009,11,8,4.5
F2,2010,2009,11,9,4.5
F2,2010,2009,11,10,4.5
F2,2010,2009,11,11,4.5
F2,2010,2009,11,12,4.5
F2,2010,2009,11,13,4.5
F2,2010,2009,11,14,4.5
F2,2010,2009,11,15,4.5
F2,2010,2009,11,16,4.5
F2,2010,2009,11,17,4.5
F2,2010,2009,11,18,4.5
F2,2010,2009,11,19,4.5
F2,2010,2009,11,20,4.5
F2,2010,2009,11,21,4.5
F2,2010,2009,11,22,4.5
F2,2010,2009,11,23,4.5
F2,2010,2009,11,24,4.5
F2,2010,2009,11,25,4.5
F2,2010,2009,11,26,4.5
F2,2010,2009,11,27,4.5
F2,2010,2009,11,28,4.5
F2,2010,2009,11,29,4.5
F2,2010,2009,11,30,4.5
F2,2010,2009,12,1,4.5
F2,2010,2009,12,2,4.5
F2,2010,2009,12,3,4.5
F2,2010,2009,12,4,4.5
F2,2010,2009,12,5,4.5
F2,2010,2009,12,6,4.5
F2,2010,2009,12,7,4.5
F2,2010,2009,12,8,4.5
F2,2010,2009,12,9,4.5
F2,2010,2009,12,10,4.5
F2,2010,2009,12,11,4.5
F2,2010,2009,12,12,4.5
F2,2010,2009,12,13,4.5
F2,2010,2009,12,14,4.5
F2,2010,2009,12,15,4.5
F2,2010,2009,12,16,4.5
F2,2010,2009,12,17,4.5
F2,2010,2009,12,18,4.5
F2,2010,2009,12,19,4.5
F2,2010,2009,12,20,4.5
F2,2010,2009,12,21,4.5
F2,2010,2009,12,22,4.5
F2,2010,2009,12,23,4.5
F2,2010,2009,12,24,4.5
F2,2010,2009,12,25,4.5
F2,2010,2009,12,26,4.5
F2,2010,2009,12,27,4.5
F2,2010,2009,12,28,4.5
F2,2010,2009,12,29,4.5
F2,2010,2009,12,30,4.5
F2,2010,2009,12,31,4.5
F2,2010,2010,1,1,4.5
F2,2010,2010,1,2,4.5
F2,2010,2010,1,3,4.5
F2,2010,2010,1,4,4.5
F2,2010,2010,1,5,4.5
F2,2010,2010,1,6,4.5
F2,2010,2010,1,7,4.5
F2,2010,2010,1,8,4.5
F2,2010,2010,1,9,4.5
F2,2010,2010,1,10,4.5
F2,2010,2010,1,11,4.5
F2,2010,2010,1,12,4.5
F2,2010,2010,1,13,4.5
F2,2010,2010,1,14,4.5
F2,2010,2010,1,15,4.5
F2,2010,2010,1,16,4.5
F2,2010,2010,1,17,4.5
F2,2010,2010,1,18,4.5
F2,2010,2010,1,19,4.5
F2,2010,2010,1,20,5.6
F2,2010,2010,1,21,5.6
F2,2010,2010,1,22,5.6
F2,2010,2010,1,23,5.6
F2,2010,2010,1,24,5.6
F2,2010,2010,1,25,5.6
F2,2010,2010,1,26,5.6
F2,2010,2010,1,27,5.6
F2,2010,2010,1,28,5.6
F2,2010,2010,1,29,5.6
F2,2010,2010,1,30,5.6
F2,2010,2010,1,31,5.6
F2,2010,2010,2,1,4.5
F2,2010,2010,2,2,4.5
F2,2010,2010,2,3,4.5
F2,2010,2010,2,4,4.5
F2,2010,2010,2,5,4.5
F2,2010,2010,2,6,4.5
F2,2010,2010,2,7,4.5
F2,2010,2010,2,8,4.5
F2,2010,2010,2,9,4.5
F2,2010,2010,2,10,4.5
F2,2010,2010,2,11,4.5
F2,2010,2010,2,12,5.6
F2,2010,2010,2,13,5.6
F2,2010,2010,2,14,5.6
F2,2010,2010,2,15,5.6
F2,2010,2010,2,16,5.6
F2,2010,2010,2,17,5.6
F2,2010,2010,2,18,5.6
F2,2010,2010,2,19,5.6
F2,2010,2010,2,20,5.6
F2,2010,2010,2,21,5.6
F2,2010,2010,2,22,5.6
F2,2010,2010,2,23,5.6
F2,2010,2010,2,24,5.6
F2,2010,2010,2,25,5.6
F2,2010,2010,2,26,5.6
F2,2010,2010,2,27,5.6
F2,2010,2010,2,28,5.6
F2,2010,2010,3,1,5.6
F2,2010,2010,3,2,5.6
F2,2010,2010,3,3,10
F2,2010,2010,3,4,10
F2,2010,2010,3,5,10
F2,2010,2010,3,6,10
F2,2010,2010,3,7,10
F2,2010,2010,3,8,10
F2,2010,2010,3,9,10
F2,2010,2010,3,10,10
F2,2010,2010,3,11,10
F2,2010,2010,3,12,10
F2,2010,2010,3,13,10
F2,2010,2010,3,14,10
F2,2010,2010,3,15,10
F2,2010,2010,3,16,10
F2,2010,2010,3,17,14.5
F2,2010,2010,3,18,14.5
F2,2010,2010,3,19,14.5
F2,2010,2010,3,20,14.5
F2,2010,2010,3,21,14.5
F2,2010,2010,3,22,14.5
F2,2010,2010,3,23,14.5
F2,2010,2010,3,24,14.5
F2,2010,2010,3,25,14.5
F2,2010,2010,3,26,14.5
F2,2010,2010,3,27,14.5
F2,2010,2010,3,28,14.5
F2,2010,2010,3,29,14.5
F2,2010,2010,3,30,10
F2,2010,2010,3,31,10
F2,2010,2010,4,1,10
F2,2010,2010,4,2,10
F2,2010,2010,4,3,10
F2,2010,2010,4,4,10
F2,2010,2010,4,5,10
F2,2010,2010,4,6,14.5
F2,2010,2010,4,7,14.5
F2,2010,2010,4,8,14.5
F2,2010,2010,4,9,14.5
F2,2010,2010,4,10,14.5
F2,2010,2010,4,11,14.5
F2,2010,2010,4,12,14.5
F2,2010,2010,4,13,14.5
F2,2010,2010,4,14,14.5
F2,2010,2010,4,15,14.5
F2,2010,2010,4,16,14.5
F2,2010,2010,4,17,14.5
F2,2010,2010,4,18,14.5
F2,2010,2010,4,19,14.5
F2,2010,2010,4,20,14.5
F2,2010,2010,4,21,14.5
F2,2010,2010,4,22,14.5
F2,2010,2010,4,23,14.5
F2,2010,2010,4,24,14.5
F2,2010,2010,4,25,14.5
F2,2010,2010,4,26,10
F2,2010,2010,4,27,10
F2,2010,2010,4,28,10
F2,2010,2010,4,29,10
F2,2010,2010,4,30,10
F2,2010,2010,5,1,10
F2,2010,2010,5,2,10
F2,2010,2010,5,3,10
F2,2010,2010,5,4,10
F2,2010,2010,5,5,10
F2,2010,2010,5,6,10
F2,2010,2010,5,7,10
F2,2010,2010,5,8,10
F2,2010,2010,5,9,10
F2,2010,2010,5,10,4.5
F2,2010,2010,5,11,4.5
F2,2010,2010,5,12,4.5
F2,2010,2010,5,13,4.5
F2,2010,2010,5,14,4.5
F2,2010,2010,5,15,4.5
F2,2010,2010,5,16,4.5
F2,2010,2010,5,17,4.5
F2,2010,2010,5,18,4.5
F2,2010,2010,5,19,4.5
F2,2010,2010,5,20,4.5
F2,2010,2010,5,21,4.5
F2,2010,2010,5,22,4.5
F2,2010,2010,5,23,4.5
F2,2010,2010,5,24,4.5
F2,2010,2010,5,25,4.5
F2,2010,2010,5,26,13.4
F2,2010,2010,5,27,13.4
F2,2010,2010,5,28,13.4
F2,2010,2010,5,29,13.4
F2,2010,2010,5,30,13.4
F2,2010,2010,5,31,4.5
F2,2010,2010,6,1,4.5
F2,2010,2010,6,2,4.5
F2,2010,2010,6,3,4.5
F2,2010,2010,6,4,4.5
F2,2010,2010,6,5,4.5
F2,2010,2010,6,6,4.5
F2,2010,2010,6,7,4.5
F2,2010,2010,6,8,4.5
F2,2010,2010,6,9,4.5
F2,2010,2010,6,10,4.5
F2,2010,2010,6,11,4.5
F2,2010,2010,6,12,4.5
F2,2010,2010,6,13,4.5
F2,2010,2010,6,14,10
F2,2010,2010,6,15,10
F2,2010,2010,6,16,10
F2,2010,2010,6,17,10
F2,2010,2010,6,18,10
F2,2010,2010,6,19,10
F2,2010,2010,6,20,10
F2,2010,2010,6,21,10
F2,2010,2010,6,22,10
F2,2010,2010,6,23,10
F2,2010,2010,6,24,10
F2,2010,2010,6,25,10
F2,2010,2010,6,26,10
F2,2010,2010,6,27,10
F2,2010,2010,6,28,10
F2,2010,2010,6,29,8.9
F2,2010,2010,6,30,8.9
F2,2010,2010,7,1,8.9
F2,2010,2010,7,2,8.9
F2,2010,2010,7,3,8.9
F2,2010,2010,7,4,8.9
F2,2010,2010,7,5,8.9
F2,2010,2010,7,6,8.9
F2,2010,2010,7,7,8.9
F2,2010,2010,7,8,8.9
F2,2010,2010,7,9,8.9
F2,2010,2010,7,10,8.9
F2,2010,2010,7,11,8.9
F2,2010,2010,7,12,8.9
F2,2010,2010,7,13,4.4
F2,2010,2010,7,14,4.4
F2,2010,2010,7,15,4.4
F2,2010,2010,7,16,4.4
F2,2010,2010,7,17,4.4
F2,2010,2010,7,18,4.4
F2,2010,2010,7,19,6.7
F2,2010,2010,7,20,6.7
F2,2010,2010,7,21,6.7
F2,2010,2010,7,22,6.7
F2,2010,2010,7,23,11.1
F2,2010,2010,7,24,11.1
F2,2010,2010,7,25,11.1
F2,2010,2010,7,26,11.1
F2,2010,2010,7,27,11.1
F2,2010,2010,7,28,11.1
F2,2010,2010,7,29,11.1
F2,2010,2010,7,30,11.1
F2,2010,2010,7,31,6.7
F2,2010,2010,8,1,6.7
F2,2010,2010,8,2,6.7
F2,2010,2010,8,3,6.7
F2,2010,2010,8,4,6.7
F2,2010,2010,8,5,6.7
F2,2010,2010,8,6,6.7
F2,2010,2010,8,7,6.7
F2,2010,2010,8,8,6.7
F2,2010,2010,8,9,6.7
F2,2010,2010,8,10,6.7
F2,2010,2010,8,11,6.7
F2,2010,2010,8,12,6.7
F2,2010,2010,8,13,6.7
F2,2010,2010,8,14,6.7
F2,2010,2010,8,15,6.7
F2,2010,2010,8,16,11.1
F2,2010,2010,8,17,11.1
F2,2010,2010,8,18,11.1
F2,2010,2010,8,19,11.1
F2,2010,2010,8,20,11.1
F2,2010,2010,8,21,11.1
F2,2010,2010,8,22,11.1
F2,2010,2010,8,23,6.7
F2,2010,2010,8,24,6.7
F2,2010,2010,8,25,6.7
F2,2010,2010,8,26,6.7
F2,2010,2010,8,27,6.7
F2,2010,2010,8,28,6.7
F2,2010,2010,8,29,6.7
F2,2010,2010,8,30,6.7
F2,2010,2010,8,31,6.7
F2,2010,2010,9,1,6.7
F2,2010,2010,9,2,6.7
F2,2010,2010,9,3,6.7
F2,2010,2010,9,4,6.7
F2,2010,2010,9,5,6.7
F2,2010,2010,9,6,6.7
F2,2010,2010,9,7,6.7
F2,2010,2010,9,8,6.7
F2,2010,2010,9,9,6.7
F2,2010,2010,9,10,6.7
F2,2010,2010,9,11,6.7
F2,2010,2010,9,12,6.7
F2,2010,2010,9,13,11.1
F2,2010,2010,9,14,11.1
F2,2010,2010,9,15,11.1
F2,2010,2010,9,16,11.1
F2,2010,2010,9,17,11.1
F2,2010,2010,9,18,11.1
F2,2010,2010,9,19,11.1
F2,2010,2010,9,20,6.7
F2,2010,2010,9,21,11.1
F2,2010,2010,9,22,11.1
F2,2010,2010,9,23,11.1
F2,2010,2010,9,24,11.1
F2,2010,2010,9,25,11.1
F2,2010,2010,9,26,11.1
F2,2010,2010,9,27,11.1
F2,2010,2010,9,28,11.1
F2,2010,2010,9,29,11.1
F2,2010,2010,9,30,11.1
F2,2011,2010,10,1,11.1
F2,2011,2010,10,2,11.1
F2,2011,2010,10,3,11.1
F2,2011,2010,10,4,11.1
F2,2011,2010,10,5,11.1
F2,2011,2010,10,6,6.7
F2,2011,2010,10,7,6.7
F2,2011,2010,10,8,6.7
F2,2011,2010,10,9,6.7
F2,2011,2010,10,10,6.7
F2,2011,2010,10,11,6.7
F2,2011,2010,10,12,6.7
F2,2011,2010,10,13,6.7
F2,2011,2010,10,14,6.7
F2,2011,2010,10,15,6.7
F2,2011,2010,10,16,6.7
F2,2011,2010,10,17,6.7
F2,2011,2010,10,18,6.7
F2,2011,2010,10,19,6.7
F2,2011,2010,10,20,5.6
F2,2011,2010,10,21,5.6
F2,2011,2010,10,22,5.6
F2,2011,2010,10,23,5.6
F2,2011,2010,10,24,5.6
F2,2011,2010,10,25,5.6
F2,2011,2010,10,26,5.6
F2,2011,2010,10,27,5.6
F2,2011,2010,10,28,5.6
F2,2011,2010,10,29,5.6
F2,2011,2010,10,30,5.6
F2,2011,2010,10,31,5.6
F2,2011,2010,11,1,5.6
F2,2011,2010,11,2,5.6
F2,2011,2010,11,3,5.6
F2,2011,2010,11,4,5.6
F2,2011,2010,11,5,5.6
F2,2011,2010,11,6,5.6
F2,2011,2010,11,7,5.6
F2,2011,2010,11,8,5.6
F2,2011,2010,11,9,5.6
F2,2011,2010,11,10,5.6
F2,2011,2010,11,11,5.6
F2,2011,2010,11,12,5.6
F2,2011,2010,11,13,5.6
F2,2011,2010,11,14,5.6
F2,2011,2010,11,15,5.6
F2,2011,2010,11,16,5.6
F2,2011,2010,11,17,5.6
F2,2011,2010,11,18,5.6
F2,2011,2010,11,19,5.6
F2,2011,2010,11,20,5.6
F2,2011,2010,11,21,5.6
F2,2011,2010,11,22,5.6
F2,2011,2010,11,23,5.6
F2,2011,2010,11,24,5.6
F2,2011,2010,11,25,5.6
F2,2011,2010,11,26,5.6
F2,2011,2010,11,27,5.6
F2,2011,2010,11,28,5.6
F2,2011,2010,11,29,5.6
F2,2011,2010,11,30,5.6
F2,2011,2010,12,1,5.6
F2,2011,2010,12,2,5.6
F2,2011,2010,12,3,5.6
F2,2011,2010,12,4,5.6
F2,2011,2010,12,5,5.6
F2,2011,2010,12,6,5.6
F2,2011,2010,12,7,5.6
F2,2011,2010,12,8,5.6
F2,2011,2010,12,9,5.6
F2,2011,2010,12,10,5.6
F2,2011,2010,12,11,5.6
F2,2011,2010,12,12,5.6
F2,2011,2010,12,13,5.6
F2,2011,2010,12,14,5.6
F2,2011,2010,12,15,5.6
F2,2011,2010,12,16,5.6
F2,2011,2010,12,17,5.6
F2,2011,2010,12,18,5.6
F2,2011,2010,12,19,5.6
F2,2011,2010,12,20,5.6
F2,2011,2010,12,21,5.6
F2,2011,2010,12,22,5.6
F2,2011,2010,12,23,5.6
F2,2011,2010,12,24,5.6
F2,2011,2010,12,25,5.6
F2,2011,2010,12,26,5.6
F2,2011,2010,12,27,5.6
F2,2011,2010,12,28,5.6
F2,2011,2010,12,29,5.6
F2,2011,2010,12,30,5.6
F2,2011,2010,12,31,5.6
F2,2011,2011,1,1,5.6
F2,2011,2011,1,2,5.6
F2,2011,2011,1,3,5.6
F2,2011,2011,1,4,5.6
F2,2011,2011,1,5,5.6
